693907266,12/31/2015,22:45:00,12/31/2015,22:50:00,12/31/2015,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,PUBLIC BUILDING,NULL,NULL,1008202.0,179835.0,40.660258056,-73.913671137,"(40.660258056, -73.913671137)"
371600116,12/31/2015,22:45:00,12/31/2015,22:50:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,FRONT OF,RESTAURANT/DINER,NULL,NULL,992099.0,152792.0,40.586059585,-73.971742687,"(40.586059585, -73.971742687)"
359273994,12/31/2015,22:45:00,12/31/2015,22:55:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESIDENCE-HOUSE,NULL,NULL,978368.0,169905.0,40.633032786,-74.02119331,"(40.633032786, -74.02119331)"
415805453,12/31/2015,22:45:00,NULL,NULL,12/31/2015,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,NULL,STREET,NULL,NULL,1014100.0,183318.0,40.669800195,-73.892397547,"(40.669800195, -73.892397547)"
251546004,12/31/2015,22:40:00,12/31/2015,22:50:00,12/31/2015,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,NULL,MARCY,998273.0,193029.0,40.696493892,-73.949430815,"(40.696493892, -73.949430815)"
624630216,12/31/2015,22:40:00,12/31/2015,22:56:00,12/31/2015,347,INTOXICATED & IMPAIRED DRIVING,905.0,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,NULL,STREET,NULL,NULL,940334.0,166826.0,40.624474678,-74.158203285,"(40.624474678, -74.158203285)"
149811574,12/31/2015,22:37:00,12/31/2015,22:57:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,1009069.0,244907.0,40.838861771,-73.910306061,"(40.838861771, -73.910306061)"
749998471,12/31/2015,22:35:00,12/31/2015,22:41:00,12/31/2015,235,DANGEROUS DRUGS,567.0,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,FRONT OF,STREET,NULL,NULL,987559.0,201831.0,40.720663793,-73.988063995,"(40.720663793, -73.988063995)"
508630273,12/31/2015,22:35:00,12/31/2015,22:53:00,12/31/2015,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,NULL,NULL,998437.0,228299.0,40.793300943,-73.948764998,"(40.793300943, -73.948764998)"
975743412,12/31/2015,22:30:00,12/31/2015,22:45:00,12/31/2015,106,FELONY ASSAULT,106.0,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,NULL,UNION AVENUE-EAST 166TH STREET,1011824.0,240352.0,40.826351439,-73.900368274,"(40.826351439, -73.900368274)"
590638275,12/31/2015,22:30:00,NULL,NULL,12/31/2015,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,NULL,PARK/PLAYGROUND,MADISON SQUARE PARK,NULL,987964.0,209889.0,40.74278087,-73.986598482,"(40.74278087, -73.986598482)"
185691443,12/31/2015,22:30:00,12/31/2015,22:45:00,12/31/2015,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE-HOUSE,NULL,NULL,1015674.0,216963.0,40.762142149,-73.886566512,"(40.762142149, -73.886566512)"
824663386,12/31/2015,22:30:00,12/31/2015,23:00:00,12/31/2015,359,OFFENSES AGAINST PUBLIC ADMINI,748.0,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,NULL,MORRIS I,1010337.0,243009.0,40.833648657,-73.905730918,"(40.833648657, -73.905730918)"
534959121,12/31/2015,22:27:00,12/31/2015,22:30:00,12/31/2015,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,NULL,STREET,NULL,NULL,1017085.0,257207.0,40.872595407,-73.881276175,"(40.872595407, -73.881276175)"
448659551,12/31/2015,22:25:00,NULL,NULL,12/31/2015,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,PARKING LOT/GARAGE (PUBLIC),NULL,NULL,960587.0,156875.0,40.597238485,-74.085209605,"(40.597238485, -74.085209605)"
998429019,12/31/2015,22:22:00,12/31/2015,22:50:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,259.0,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,FRONT OF,RESIDENCE - APT. HOUSE,NULL,NULL,981309.0,200788.0,40.717801138,-74.010610857,"(40.717801138, -74.010610857)"
221366121,12/31/2015,22:20:00,12/31/2015,22:30:00,12/31/2015,105,ROBBERY,399.0,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,GAS STATION,NULL,NULL,978339.0,174226.0,40.64489299,-74.021301578,"(40.64489299, -74.021301578)"
280765300,12/31/2015,22:20:00,12/31/2015,22:47:00,12/31/2015,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,BAR/NIGHT CLUB,NULL,NULL,NULL,NULL,,,INVALID
915080831,12/31/2015,22:20:00,12/31/2015,22:25:00,12/31/2015,351,CRIMINAL MISCHIEF & RELATED OF,254.0,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,NULL,NULL,993373.0,229301.0,40.79605784,-73.967052307,"(40.79605784, -73.967052307)"
699918040,12/31/2015,22:20:00,12/31/2015,22:30:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,1018309.0,183847.0,40.67123699,-73.877222202,"(40.67123699, -73.877222202)"
492283167,12/31/2015,22:15:00,NULL,NULL,12/31/2015,105,ROBBERY,386.0,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,FRONT OF,RESIDENCE - APT. HOUSE,NULL,NULL,1005570.0,186646.0,40.678959455,-73.923136122,"(40.678959455, -73.923136122)"
886575789,12/31/2015,22:11:00,12/31/2015,22:15:00,12/31/2015,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,FRONT OF,STREET,NULL,NULL,994735.0,198544.0,40.71163617,-73.962181187,"(40.71163617, -73.962181187)"
748742428,12/31/2015,22:10:00,12/31/2015,22:12:00,12/31/2015,107,BURGLARY,213.0,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,REAR OF,FAST FOOD,NULL,NULL,1024527.0,198372.0,40.711078612,-73.854720141,"(40.711078612, -73.854720141)"
823000770,12/31/2015,22:03:00,NULL,NULL,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,NULL,NULL,1022719.0,245908.0,40.841560311,-73.860969547,"(40.841560311, -73.860969547)"
978579954,12/31/2015,22:00:00,NULL,NULL,12/31/2015,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,84,FRONT OF,RESIDENCE - PUBLIC HOUSING,NULL,FARRAGUT,989298.0,194785.0,40.701323372,-73.981795711,"(40.701323372, -73.981795711)"
372582288,12/31/2015,22:00:00,12/31/2015,22:19:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,NULL,LA GUARDIA,987482.0,198516.0,40.711564939,-73.988343369,"(40.711564939, -73.988343369)"
598062257,12/31/2015,22:00:00,NULL,NULL,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,NULL,NULL,1022719.0,245908.0,40.841560311,-73.860969547,"(40.841560311, -73.860969547)"
227323376,12/31/2015,22:00:00,NULL,NULL,12/31/2015,352,CRIMINAL TRESPASS,205.0,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,NULL,NULL,1023291.0,258416.0,40.875888469,-73.858829418,"(40.875888469, -73.858829418)"
134672344,12/31/2015,22:00:00,12/31/2015,22:05:00,12/31/2015,578,HARRASSMENT 2,637.0,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,77,NULL,STREET,NULL,NULL,1000310.0,183505.0,40.670349221,-73.942107558,"(40.670349221, -73.942107558)"
591783875,12/31/2015,22:00:00,12/31/2015,22:05:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,RESIDENCE - APT. HOUSE,NULL,NULL,1021129.0,212565.0,40.750049701,-73.866899103,"(40.750049701, -73.866899103)"
834212518,12/31/2015,22:00:00,12/31/2015,22:19:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,NULL,LA GUARDIA,987482.0,198516.0,40.711564939,-73.988343369,"(40.711564939, -73.988343369)"
368389376,12/31/2015,22:00:00,12/31/2015,22:05:00,12/31/2015,348,VEHICLE AND TRAFFIC LAWS,916.0,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,NULL,STREET,NULL,NULL,1006523.0,184026.0,40.6717658,-73.919708915,"(40.6717658, -73.919708915)"
819217834,12/31/2015,22:00:00,12/31/2015,22:00:00,12/31/2015,578,HARRASSMENT 2,638.0,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,101,NULL,STREET,NULL,NULL,1052790.0,156203.0,40.595160563,-73.753202947,"(40.595160563, -73.753202947)"
975280737,12/31/2015,22:00:00,12/31/2015,22:00:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,NULL,NULL,1010977.0,187768.0,40.682024415,-73.903637746,"(40.682024415, -73.903637746)"
229815464,12/31/2015,22:00:00,12/31/2015,22:15:00,12/31/2015,106,FELONY ASSAULT,105.0,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,NULL,STREET,NULL,NULL,1054484.0,156357.0,40.595569998,-73.747101634,"(40.595569998, -73.747101634)"
609719707,12/31/2015,21:55:00,12/31/2015,22:00:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,NULL,BORINQUEN PLAZA I,999941.0,195917.0,40.704417976,-73.943408842,"(40.704417976, -73.943408842)"
571827799,12/31/2015,21:50:00,NULL,NULL,12/31/2015,678,MISCELLANEOUS PENAL LAW,566.0,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,FRONT OF,STREET,NULL,NULL,1000148.0,228720.0,40.794453562,-73.942584715,"(40.794453562, -73.942584715)"
864956142,12/31/2015,21:50:00,12/31/2015,22:05:00,12/31/2015,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,1001964.0,186902.0,40.679670066,-73.936136211,"(40.679670066, -73.936136211)"
643336260,12/31/2015,21:46:00,NULL,NULL,12/31/2015,117,DANGEROUS DRUGS,503.0,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,1013371.0,182883.0,40.668608646,-73.895027337,"(40.668608646, -73.895027337)"
124480034,12/31/2015,21:45:00,NULL,NULL,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,STREET,NULL,NULL,985572.0,207670.0,40.736690946,-73.995231092,"(40.736690946, -73.995231092)"
358737528,12/31/2015,21:45:00,12/31/2015,21:45:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,NULL,NULL,1052151.0,193948.0,40.698766949,-73.75512391,"(40.698766949, -73.75512391)"
346268403,12/31/2015,21:45:00,12/31/2015,21:50:00,12/31/2015,117,DANGEROUS DRUGS,521.0,"CONTROLLED SUBSTANCE, SALE 5",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,NULL,NULL,952145.0,171452.0,40.637222738,-74.115677715,"(40.637222738, -74.115677715)"
952314337,12/31/2015,21:45:00,12/31/2015,22:08:00,12/31/2015,235,DANGEROUS DRUGS,511.0,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,NULL,STREET,NULL,NULL,998173.0,193694.0,40.69831932,-73.949790067,"(40.69831932, -73.949790067)"
620980847,12/31/2015,21:45:00,12/31/2015,22:00:00,12/31/2015,344,ASSAULT 3 & RELATED OFFENSES,101.0,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,STREET,NULL,NULL,986704.0,180390.0,40.661813463,-73.991156275,"(40.661813463, -73.991156275)"
850629480,12/31/2015,21:40:00,12/31/2015,21:44:00,12/31/2015,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,STREET,NULL,NULL,995665.0,174040.0,40.644377079,-73.958868101,"(40.644377079, -73.958868101)"
178774233,12/31/2015,21:34:00,NULL,NULL,12/31/2015,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,NULL,STREET,NULL,NULL,943786.0,166999.0,40.624965966,-74.145768952,"(40.624965966, -74.145768952)"
615620286,12/31/2015,21:30:00,12/31/2015,21:36:00,12/31/2015,118,DANGEROUS WEAPONS,793.0,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,TUNNEL,NULL,NULL,1000312.0,170808.0,40.635498723,-73.942130584,"(40.635498723, -73.942130584)"
132175732,12/31/2015,21:30:00,12/31/2015,21:40:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,661.0,"LEWDNESS,PUBLIC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,STREET,NULL,NULL,1051397.0,199636.0,40.714384863,-73.757786395,"(40.714384863, -73.757786395)"
417177700,12/31/2015,21:30:00,12/31/2015,21:40:00,12/31/2015,109,GRAND LARCENY,412.0,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,1017904.0,212282.0,40.749285799,-73.878540057,"(40.749285799, -73.878540057)"
675472343,12/31/2015,21:25:00,12/31/2015,21:30:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,RESIDENCE-HOUSE,NULL,NULL,1020294.0,209058.0,40.740427315,-73.869931544,"(40.740427315, -73.869931544)"
466590298,12/31/2015,21:21:00,12/31/2015,21:27:00,12/31/2015,361,OFF. AGNST PUB ORD SENSBLTY &,639.0,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,1004568.0,243052.0,40.833781835,-73.926578199,"(40.833781835, -73.926578199)"
185701487,12/31/2015,21:19:00,12/31/2015,21:21:00,12/31/2015,106,FELONY ASSAULT,109.0,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,1008355.0,240738.0,40.827421047,-73.912901422,"(40.827421047, -73.912901422)"
451003216,12/31/2015,21:15:00,NULL,NULL,12/31/2015,113,FORGERY,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,NULL,STREET,NULL,NULL,1012081.0,170936.0,40.635820897,-73.899726765,"(40.635820897, -73.899726765)"
457509537,12/31/2015,21:15:00,12/31/2015,22:00:00,12/31/2015,126,MISCELLANEOUS PENAL LAW,198.0,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,RESIDENCE - APT. HOUSE,NULL,NULL,986392.0,171832.0,40.638323687,-73.99228356,"(40.638323687, -73.99228356)"
